,comment,upper_count,lemmatized,polarity_score,label
187,"believe punishments worse like eternal solitary confinement human interaction, retracted person later found guilty, think like win win sides, person killed decision final, punishment psychological torment arguably worse",2,"believe punishment worse like eternal solitary confinement human interaction, retract person later find guilty, think like win win sides, person kill decision final, punishment psychological torment arguably worse",0.009999999999999998,1
188,can't look away! courage law side!,0,can't look away! courage law side!,0.0,0
189,"i'm guatemala. here, many years ago penalty. a journlist time, manuel josé arce, wrote it. he describes two young wall waiting executed. he starts describing lives, hate consumed them. after executed adds: ""those two criminals commit crimes. society hast cut out. it's right thing do. but misery hate still there. mother violence still there. there still children growing learning hate madness life.",1,"i'm guatemala. here, many year ago penalty. a journlist time, manuel josé arce, write it. he describe two young wall wait executed. he start describe lives, hate consume them. after execute adds: ""those two criminal commit crimes. society hast cut out. it's right thing do. but misery hate still there. mother violence still there. there still child grow learn hate madness life.",-0.25238095238095243,0
190,"1/10 executed us later exonerated. even think government sanctioned killing okay, 1/10 exoneration rate unacceptable something major capital punishment.",1,"1/10 execute u later exonerated. even think government sanction kill okay, 1/10 exoneration rate unacceptable something major capital punishment.",0.1875,1
191,like dennis prager sometimes wrong : sometimes still wrongfully convicted without evidence.,1,like dennis prager sometimes wrong : sometimes still wrongfully convict without evidence.,-0.5,0
192,"take example, sweden shot 7 1997. two years ago got sentence converted 30 years jail able go probation 2/3 sentence time. to able get probasion 2/3 get sentence converted need fulfill certain requirements, missbehaved, realize done go sort treatment program prevent it. now lives another city another identity like anyone else. there many examples similar cases, double murder 2000 well, first diganosed narcissistic personality disorder got sentence converted new evaluation came conclution diagnose explained every diagnose got previously wrong. of course victims suffer, matter murder dead not.",0,"take example, sweden shot 7 1997. two year ago get sentence convert 30 year jail able go probation 2/3 sentence time. to able get probasion 2/3 get sentence convert need fulfill certain requirements, missbehaved, realize do go sort treatment program prevent it. now live another city another identity like anyone else. there many example similar cases, double murder 2000 well, first diganosed narcissistic personality disorder get sentence convert new evaluation come conclution diagnose explain every diagnose get previously wrong. of course victim suffer, matter murder dead not.",0.11824085005903187,1
193,"yes, person multiple intentional murders get say more.",0,"yes, person multiple intentional murder get say more.",0.25,1
194,"""people make argument up!"" yeah, that's kinda point.",0,"""people make argument up!"" yeah, that's kinda point.",0.0,0
195,i'm capital punishment long evidence untampered video evidence proving immediately kill person. but things email texts easy framed something prison there's possibility innocence,0,i'm capital punishment long evidence untampered video evidence prove immediately kill person. but thing email texts easy frame something prison there's possibility innocence,0.19166666666666668,1
196,"like pragur. but totally odds here. can't believe said ok innocents executed doctors get vengeance. although feelings may crave retribution, facts show bad policy.",0,"like pragur. but totally odds here. can't believe say ok innocent execute doctor get vengeance. although feeling may crave retribution, fact show bad policy.",-0.06666666666666661,0
197,"simpsons, sideshow bob said ""deep inside government rule them, treat like kings queens, torture criminals""",0,"simpsons, sideshow bob say ""deep inside government rule them, treat like king queens, torture criminals""",0.0,0
198,i'm capital punishment i'm limited government. any time away power government without unhinging society it. so taking away ability government kill fits view limited government.,2,i'm capital punishment i'm limit government. any time away power government without unhinge society it. so take away ability government kill fit view limit government.,-0.07142857142857142,0
199,well think deserve like murderers! a life.,2,well think deserve like murderers! a life.,0.0,0
200,"if murder, obviously believe right life.",0,"if murder, obviously believe right life.",0.14285714285714285,1
201,if someone makes self debtor creditor (murder) creditor wants decide let debtor live creditor.,0,if someone make self debtor creditor (murder) creditor want decide let debtor live creditor.,0.16818181818181818,1
202,used dangerous left alive even prison. think sentence worse sentence imagine knowing never see freedom ever future. also somebody executed later found innocent nothing make things right.,1,use dangerous leave alive even prison. think sentence bad sentence imagine knowing never see freedom ever future. also somebody execute later find innocent nothing make thing right.,-0.01428571428571429,0
203,"going honest here, firm supporter penalty, hate lethal injection sometimes electric chair. for lethal injection sometimes wont work condemned condemned person survive. although electric chair mostly works, sometimes malfunction electricity wont fry brain. if sentence someone death, 2 options: firing squad hanging.",2,"go honest here, firm supporter penalty, hate lethal injection sometimes electric chair. for lethal injection sometimes wont work condemn condemned person survive. although electric chair mostly works, sometimes malfunction electricity wont fry brain. if sentence someone death, 2 options: fire squad hanging.",0.02499999999999998,1
204,i'm going get alot hate victims family can't find peace without murderer getting killed that's problem.,0,i'm go get alot hate victim family can't find peace without murderer get kill that's problem.,-0.5,0
205,"i'm opposed penalty, opposed way carried out. lethal injection cruel sadistic way kill someone.",1,"i'm oppose penalty, opposed way carry out. lethal injection cruel sadistic way kill someone.",-1.0,0
206,"this video sad. it completely ignores fact best argument fact enacted state. it even remotely address it. maybe ok doctor kill murderers self defense, ok state kill systematically.",0,"this video sad. it completely ignore fact best argument fact enact state. it even remotely address it. maybe ok doctor kill murderer self defense, ok state kill systematically.",0.25,1
207,think let family members victims carry executions however choose,0,think let family member victim carry execution however choose,0.0,0
208,also someone getting sentence doesnt give morning family sense justice dont think anything will.,0,also someone get sentence doesnt give morning family sense justice dont think anything will.,0.0,0
209,what happened eye eye? scale justice balanced.,0,what happen eye eye? scale justice balanced.,0.0,0
210,"1.killing person give chance repent. 2. we dont know even always know motive behind murder. 3. not families wish bad relative's murder , course denis prager wish. 4. reason given escaping jail etc itz premature.",0,"1.killing person give chance repent. 2. we dont know even always know motive behind murder. 3. not family wish bad relative's murder , course denis prager wish. 4. reason give escape jail etc itz premature.",-0.3,0
211,death go unless overwhelming legitimate evidence suspects horrible deed.,0,death go unless overwhelm legitimate evidence suspect horrible deed.,-0.25,0
212,"i'm sorry mr prager wrongfully executed person still many. and ""virtually impossible"" ""impossible"".",0,"i'm sorry mr prager wrongfully execute person still many. and ""virtually impossible"" ""impossible"".",-0.3333333333333333,0
213,"as someone spent 5 years prison. much preferred prison. prison slow sentence. prison remove criminals force, restrict ability live. life behind bars not alive. your health, mental stability, hormones, physical fitness, immediately begin atrophy. worst thing could put behind bars. sex offenders unbelievably, endlessly unmercifully abused. 24 hours day.",2,"a someone spend 5 year prison. much prefer prison. prison slow sentence. prison remove criminal force, restrict ability live. life behind bar not alive. your health, mental stability, hormones, physical fitness, immediately begin atrophy. bad thing could put behind bars. sex offender unbelievably, endlessly unmercifully abused. 24 hour day.",-0.1944214876033058,0
214,"2:40 ""alive cared for"" american maximum security prison may worse honest. united states vengeance system makes sure criminals enjoy time prison, especially sentences.",0,"2:40 ""alive care for"" american maximum security prison may worse honest. united state vengeance system make sure criminal enjoy time prison, especially sentences.",0.17142857142857143,1
215,"i'm penalty, believe murderers deserve live, believe person institution innocence necessary impose sort sentence another person. where said ""no religion ever taught god right kill people,"" must overlooked bible itself: ""let without throw first stone."" realize christians past supported opposed capital punishment, statement clear.",3,"i'm penalty, believe murderer deserve live, believe person institution innocence necessary impose sort sentence another person. where say ""no religion ever teach god right kill people,"" must overlook bible itself: ""let without throw first stone."" realize christian past support opposed capital punishment, statement clear.",0.087012987012987,1
216,damn say relativism dangerous...,0,damn say relativism dangerous...,-0.6,0
217,"believe exist murders simple reason, greater punishment. taking human unforgivable eyes. then hear someone ask me, gives executioner right murderers life? in opinion, that’s stupidest question i’ve ever heard.",2,"believe exist murder simple reason, great punishment. take human unforgivable eyes. then hear someone ask me, give executioner right murderer life? in opinion, that’s stupid question i’ve ever heard.",0.19642857142857142,1
218,"better yet. eye eye. government takes manner took victim, although lethal injection must painful well.",0,"well yet. eye eye. government take manner take victim, although lethal injection must painful well.",-0.09166666666666666,0
219,believe easy punishment.,1,believe easy punishment.,0.43333333333333335,1
220,"who argues murderers get fine going speed limit? you set prison rehabilitate them. who knows 25 years still wan't kill people? probably properly rehabilitated. as jedi star wars always say, ""the easy way rarely ever best"".",0,"who argue murderer get fine go speed limit? you set prison rehabilitate them. who know 25 year still wan't kill people? probably properly rehabilitated. a jedi star war always say, ""the easy way rarely ever best"".",0.43000000000000005,1
221,if agree share lot common murderers comes value human life.,0,if agree share lot common murderer come value human life.,-0.15,0
222,"in scandinavia rehabilitation, 60% dont go back jail/prison treated mentally could even say 99% murderers mentally ill, scandinavia homicide rate extremly low, even though low crime rate general homicide rate extremly low even standards. not spend less prisons america even though exact amount prisoners there.",1,"in scandinavia rehabilitation, 60% dont go back jail/prison treat mentally could even say 99% murderer mentally ill, scandinavia homicide rate extremly low, even though low crime rate general homicide rate extremly low even standards. not spend less prison america even though exact amount prisoner there.",-0.05185185185185184,0
223,"prageru presents educational, honestly funniest channels i'll ever see. thank dennis creating best comedy channel all.",0,"prageru present educational, honestly funny channel i'll ever see. thank dennis create best comedy channel all.",0.6166666666666667,1
224,think prison tough punishment need put death.,1,think prison tough punishment need put death.,-0.3888888888888889,0
225,"usually understand prager's arguments videos, bad.... for example: 2:04 this comparison absurd... it good argument all.",1,"usually understand prager's argument videos, bad.... for example: 2:04 this comparison absurd... it good argument all.",-0.18749999999999994,0
226,eye eye leaves whole world blind. desth crueland unusual punishment,0,eye eye leave whole world blind. desth crueland unusual punishment,-0.033333333333333326,0
227,"justice accomplish two things. firstly, protect innocent. secondly, extent possible, help guilty repent. this good guy, prager, although many reasonable opinions, goes wrong opinion. why? because believes justice achieve punishment.",0,"justice accomplish two things. firstly, protect innocent. secondly, extent possible, help guilty repent. this good guy, prager, although many reasonable opinions, go wrong opinion. why? because believe justice achieve punishment.",0.12777777777777777,1
228,i'm okay murderers clear proof,0,i'm okay murderer clear proof,0.3,1
229,if remorse remorse person going go another kill. this scenario assuming happened three separate times least.,0,if remorse remorse person go go another kill. this scenario assume happen three separate time least.,-0.3,0
230,"in case death, ultimate state earth, possibly adjudicate? to say deserving death, ultimate end, play god. to rob anyone deny redemption potential, i’d think someone apposed abortion understand that.",0,"in case death, ultimate state earth, possibly adjudicate? to say deserve death, ultimate end, play god. to rob anyone deny redemption potential, i’d think someone appose abortion understand that.",0.12,1
231,"you use murderers guinea pigs scientific medical experiments, super-useful meantime save lives lab rats.",0,"you use murderer guinea pig scientific medical experiments, super-useful meantime save live lab rats.",0.0,0
232,"we kill to. prager, guy ""absolute morals"" bit shaky bad murder must deserve sentence. no crime physically can get ""true justice"".",2,"we kill to. prager, guy ""absolute morals"" bit shaky bad murder must deserve sentence. no crime physically can get ""true justice"".",-0.09666666666666664,0
233,if someone murdered loved one. still oppose penalty. person rot horrible prison situation possible trip hell. killing easy,2,if someone murder loved one. still oppose penalty. person rot horrible prison situation possible trip hell. kill easy,0.033333333333333326,1
234,"important thing capital punishment ""they back. ever."" so both? issue capital punishment convert routinely labor camp exile without possibility ever getting out.",0,"important thing capital punishment ""they back. ever."" so both? issue capital punishment convert routinely labor camp exile without possibility ever get out.",0.2,1
235,"true justice leaving murderer tied up, letting grieving husband twenty minute ""conversation"" murderer, tool like, completely un-recorded record. then lock 'em jail rest lives.",0,"true justice leave murderer tie up, let grieve husband twenty minute ""conversation"" murderer, tool like, completely un-recorded record. then lock 'em jail rest lives.",0.11666666666666665,1
236,"murderers video deserve keep lives. however, justify really that.",0,"murderer video deserve keep lives. however, justify really that.",0.2,1
237,"prison means possibility escaping , prison gives guy hope life, prison waste taxpayer dollars sadistic individual, prison never answer heinous crimes, ultimate answer crimes like murder held accountable",0,"prison mean possibility escape , prison give guy hope life, prison waste taxpayer dollar sadistic individual, prison never answer heinous crimes, ultimate answer crime like murder hold accountable",-0.06666666666666667,0
238,"funny contradictory thing ""sense justice"" argument use believers god. so claim believe god applies perfect justice everyone die, yet still feel ""sense justice"" inside them. but could perfect god's justice? it seems really believe god, god's justice much.",0,"funny contradictory thing ""sense justice"" argument use believer god. so claim believe god applies perfect justice everyone die, yet still feel ""sense justice"" inside them. but could perfect god's justice? it seem really believe god, god's justice much.",0.53,1
239,"1. lifetime jail harsher sentence. when problems & suffering stops. 2. by keeping jail, release proven innocent, dead can't happen.",0,"1. lifetime jail harsher sentence. when problem & suffer stops. 2. by keep jail, release proven innocent, dead can't happen.",0.024999999999999994,1
240,makes no sense!!! and brain giant pretzel!!!,1,make no sense!!! and brain giant pretzel!!!,0.0,0
241,"how understand oppose fact hundreds released row wrongly convicted? people frequently wrongly convicted. average row inmate way, like example vile killers gave. they exception.",0,"how understand oppose fact hundred release row wrongly convicted? people frequently wrongly convicted. average row inmate way, like example vile killer gave. they exception.",-0.3833333333333333,0
242,"""virtually impossible"" wow almost humans can't never make mistake lives",0,"""virtually impossible"" wow almost human can't never make mistake life",-0.2833333333333333,0
243,always believed found killed 38 innocent florida. they found innocent dna executed. sad state affairs.,3,always believe find kill 38 innocent florida. they find innocent dna executed. sad state affairs.,0.07500000000000001,1
244,"but me, real question somebody chooses murder someone. if society avoid circumstances force murderer murder, better off.",0,"but me, real question somebody choose murder someone. if society avoid circumstance force murderer murder, well off.",0.35,1
245,if truly pro-life believe,0,if truly pro-life believe,0.0,0
246,"2:43 statistically wrong, relatives victims penalty.",0,"2:43 statistically wrong, relative victim penalty.",-0.5,0
247,"there criminals, call murder donald trump, police officers. think respect motivates them, admiration criminals, whose behavior reflects repressed desires destruction.",1,"there criminals, call murder donald trump, police officers. think respect motivates them, admiration criminals, whose behavior reflect repressed desire destruction.",0.0,0
248,respect human principle. no abortion...no capital punishment. ~cheers,0,respect human principle. no abortion...no capital punishment. ~cheers,0.0,0
249,"""don't unto others unto you"" they murdered murder must impose",0,"""don't unto others unto you"" they murder murder must impose",0.0,0
250,"based upon vengeance actual morality. no matter do, nothing's gonna bring back. in end, better see person's person's genuine apology? we society abandon darkness. we trying get closer light instead.",0,"base upon vengeance actual morality. no matter do, nothing's gonna bring back. in end, good see person's person's genuine apology? we society abandon darkness. we try get close light instead.",0.26,1
251,"if burglarizes home, sentence burgler burglarized? rapists raped? drug dealers dealt drugs? then logically follow punish killers killed? can't logically defended. it's defended straw men, antidote.",0,"if burglarize home, sentence burgler burglarized? rapists raped? drug dealer deal drugs? then logically follow punish killer killed? can't logically defended. it's defend straw men, antidote.",0.09999999999999999,1
252,"strongly favor capital punishment murders rapists. but argument find compelling side ""should government authority kill citizens?"" this area i'm torn. yes, murders rapists forfeit lives taking lives others sexually assaulting young girls boys. but always possibility using radical political purposes (e.g. reign terror). i'd happy hear response government power argument.",2,"strongly favor capital punishment murder rapists. but argument find compelling side ""should government authority kill citizens?"" this area i'm torn. yes, murder rapists forfeit life take live others sexually assault young girl boys. but always possibility use radical political purpose (e.g. reign terror). i'd happy hear response government power argument.",0.3555555555555556,1
253,"one problems preger said mistranslation 6th commandment, often said read: ""thou shall kill"". this mistake came king james bible 1611 principle reasons church bible translated.",1,"one problem preger say mistranslation 6th commandment, often say read: ""thou shall kill"". this mistake come king james bible 1611 principle reason church bible translated.",0.0,0
254,"well, first william lane craig says suffering: emotional problem rational problem. first calls killing murderers, rapists kinds horrible behavior second treats issue logic reason. thing agree crimes, that? certainly me, judges certainly dennis prager. with said, say appropriate murderers, rapists contrary well. who bringing justice, kill courts myself, wants deliver anyone kill anyone??",0,"well, first william lane craig say suffering: emotional problem rational problem. first call kill murderers, rapist kinds horrible behavior second treat issue logic reason. thing agree crimes, that? certainly me, judge certainly dennis prager. with said, say appropriate murderers, rapist contrary well. who bring justice, kill court myself, want deliver anyone kill anyone??",0.06984126984126984,1
255,"there so, so many issues video. it seriously over-simplifies argument penalty, ignores points completely. say hardcore conservative. 1) economics capital punishment: economics capital punishment even mentioned video, probably matter view matter, executing undoubtedly much expensive putting prison life, becoming expensive. this huge pro penalty, many, reason position.",3,"there so, so many issue video. it seriously over-simplifies argument penalty, ignore point completely. say hardcore conservative. 1) economics capital punishment: economics capital punishment even mention video, probably matter view matter, execute undoubtedly much expensive put prison life, become expensive. this huge pro penalty, many, reason position.",0.07708333333333335,1
256,"are misunderstanding something? guy trying debate morality penalty, efficiency/effectiveness. think appealing emotion quite understandable, can't measure morality statstics you?",1,"be misunderstand something? guy try debate morality penalty, efficiency/effectiveness. think appeal emotion quite understandable, can't measure morality statstics you?",0.5,1
257,"i'd much better killed loved suffering paying aging cramped space i'd never see that. and cases discoveries innocent executed dna involved too. and believe forgiveness, guilt much greater sorrow.",2,"i'd much good kill love suffer pay age cramped space i'd never see that. and case discovery innocent execute dna involve too. and believe forgiveness, guilt much great sorrow.",0.4,1
258,it really hard answer question whether not. belive human wants everything. if given chance human kill wants kill. reason killing kill feels get killed.,1,it really hard answer question whether not. belive human want everything. if give chance human kill want kill. reason kill kill feel get killed.,-0.015277777777777779,0
259,"always pro strongly support capital punishment, heinous crimes happened dr petit family totally unforgivable unspeakable , there's fine line killing innocent sentencing murderer , there's logical argument religious doctrine impede law exercising full power specially regards capital punishment , pure justice attain",2,"always pro strongly support capital punishment, heinous crime happen dr petit family totally unforgivable unspeakable , there's fine line kill innocent sentence murderer , there's logical argument religious doctrine impede law exercise full power specially regard capital punishment , pure justice attain",0.2801587301587302,1
260,"not penalty, though matter horrific crime. there many factors effect society values human life, needs placed alone. i'm absolutely certain human infinitely precious, though agree uphold law justice court give retribution crimes man, give right give premediated murder penalty.",1,"not penalty, though matter horrific crime. there many factor effect society value human life, need place alone. i'm absolutely certain human infinitely precious, though agree uphold law justice court give retribution crime man, give right give premediated murder penalty.",0.07142857142857142,1
261,"here's personal thoughts executing murderer. every human inherent right life. if person decides away someone else's right life, voluntarily giving right life. thus, execution taking away someone's right already gave right.",0,"here's personal thought execute murderer. every human inherent right life. if person decide away someone else's right life, voluntarily give right life. thus, execution take away someone's right already give right.",0.2040816326530612,1
262,"sir , think capital punishment legitimate hardened criminals state judiciary ordering execution individual human so, state entity larger , , less susceptible disruption apropos individual thus powerful carry burden expunging human deserving punishment.",1,"sir , think capital punishment legitimate harden criminal state judiciary order execution individual human so, state entity large , , less susceptible disruption apropos individual thus powerful carry burden expunge human deserve punishment.",0.09166666666666666,1
263,"open question, arguments delivered mr prager not self-evident thought.",2,"open question, argument deliver mr prager not self-evident thought.",0.0,0
264,imagine paying $75 got caught murdering.,0,imagine pay $75 get catch murdering.,0.0,0
265,"i'll put way easier understand, dennis: ""aristotle said fit slaves. disagree him, reject slavery see fit master"" -c. s. lewis",5,"i'll put way easy understand, dennis: ""aristotle say fit slaves. disagree him, reject slavery see fit master"" -c. s. lewis",0.4,1
266,imagine knowingly believes brother prisoner instead dead decides kill lawyers judges killed brother vengeance story made,0,imagine knowingly believe brother prisoner instead dead decides kill lawyer judge kill brother vengeance story make,-0.2,0
267,"usually side dennis, part issue. "" better 100 guilty persons escape innocent person suffer""- ben franklin. simply enough faith government let decide lives dies.",2,"usually side dennis, part issue. "" well 100 guilty person escape innocent person suffer""- ben franklin. simply enough faith government let decide life dies.",0.05,1
268,many oppose problem causing yet-born baby otherwise born naturally lived long healthy life. cannot explain dichotomy thought welcome explanation.,1,many oppose problem cause yet-born baby otherwise bear naturally live long healthy life. cannot explain dichotomy thought welcome explanation.,0.37,1
269,thanks! need school project.,1,thanks! need school project.,0.25,1
270,1:37 same... legal revenge. revenge nothing justice.,0,1:37 same... legal revenge. revenge nothing justice.,0.1,1
271,"yeah think deserve it, shouldn’t government decide that, gives much power",1,"yeah think deserve it, shouldn’t government decide that, give much power",0.2,1
272,think murderers receive risk government sending innocent death.,2,think murderer receive risk government send innocent death.,0.5,1
273,"basically arguments made video based emotional impact vengeance, what's point objective laws subjective emotional impact determine murderers deserve die? and talks possibility rehabilitation studies show effectiveness compared mere punishment?",0,"basically argument make video base emotional impact vengeance, what's point objective law subjective emotional impact determine murderer deserve die? and talk possibility rehabilitation study show effectiveness compare mere punishment?",-0.125,0
274,"position think there's issue discussed here, video expands pro-death point view",1,"position think there's issue discuss here, video expand pro-death point view",0.0,0
275,single innocent person important deaths millions criminals.,0,single innocent person important death million criminals.,0.2761904761904762,1
276,"perasonaly someone burned family alive, i'd actually let live. but limbs removed insure physically impossible person hurt anyone again.",1,"perasonaly someone burn family alive, i'd actually let live. but limbs removed insure physically impossible person hurt anyone again.",-0.10757575757575757,0
277,"one murderers transitioning ""woman"". this outrage. i'm capital punishment ugly primitive act. favor extremely uncomfortable imprisonment, judge ever able grant parole. (by ""extreme discomfort"", mean solitary confinement, bland diet, perks medical treatment). if causes misery madness punishment worked.",2,"one murderer transition ""woman"". this outrage. i'm capital punishment ugly primitive act. favor extremely uncomfortable imprisonment, judge ever able grant parole. (by ""extreme discomfort"", mean solitary confinement, bland diet, perk medical treatment). if cause misery madness punishment worked.",-0.1863095238095238,0
278,"""all sacred."" ok penalty.",0,"""all sacred."" ok penalty.",0.5,1
279,"short answer: yes. long answer: people like ones shooting 100 youths bataclan concert paris day free prison. there possible way going rehabillitated - wich sole reason prisons sentences first place. these done things horrible never released public (and say rationally objectively. shooting blindly packed concerthall lining survivors reloading 9 times objectively horrible matter reason may be.). and unfair survivors, family members society whole perputrators free again. letting like rot prison indefinately something taxpayer unwilling provide.",2,"short answer: yes. long answer: people like one shoot 100 youth bataclan concert paris day free prison. there possible way go rehabillitated - wich sole reason prison sentence first place. these do thing horrible never release public (and say rationally objectively. shoot blindly pack concerthall line survivor reload 9 time objectively horrible matter reason may be.). and unfair survivors, family member society whole perputrators free again. let like rot prison indefinately something taxpayer unwilling provide.",-0.12857142857142856,0
280,"this disengenuous video ever seen prageru. opposed reasons stated extremely few. primary reason oppose born philosophy guides western legal system; william blackstone's ""it better ten guilty persons escape innocent suffer.""",0,"this disengenuous video ever see prageru. oppose reason state extremely few. primary reason oppose bear philosophy guide western legal system; william blackstone's ""it well ten guilty person escape innocent suffer.""",0.1125,1
281,"well, argument this: 1. rich corrupt politicians use eliminate political rivals journalists knows much. 2. argument. we, christians, must enable criminal repent atrocities death.",0,"well, argument this: 1. rich corrupt politician use eliminate political rival journalist know much. 2. argument. we, christians, must enable criminal repent atrocity death.",-0.065,0
282,"just honesty here, family murdered government failed put killers death, certainly fail.",1,"just honesty here, family murder government fail put killer death, certainly fail.",-0.5,0
283,"well believe penalty, only, crime proven without slightest doubt, worst worst murders. for me, sentence reserved evil sinister kind people. yes commit crime given penalty, that's courts, trials, juries. that's investigations, evidence gathering, fair trails described detail constitution. and like guy video said, significantly less innocent actually put death, (not convicted actually killed), killed murderers put second time murderer killed.",1,"well believe penalty, only, crime proven without slight doubt, bad bad murders. for me, sentence reserve evil sinister kind people. yes commit crime give penalty, that's courts, trials, juries. that's investigations, evidence gathering, fair trail describe detail constitution. and like guy video said, significantly less innocent actually put death, (not convict actually killed), kill murderer put second time murderer killed.",-0.17619047619047623,0
284,"i'm veteran back days called murderer not. believe protecting fellow self defense. now, christian believer, still see way. do named example put death?",5,"i'm veteran back day call murderer not. believe protect fellow self defense. now, christian believer, still see way. do name example put death?",0.0,0
285,this good explanation politically morally just. thankyou prageru video! it helped much debate school project.,0,this good explanation politically morally just. thankyou prageru video! it help much debate school project.,0.3,1
286,"support capital punishment they’ll probably killed jail anyways, nobody close see them, they’ll held high security. think capital punishment mercy killing done much bad. wrong spared pain perpetrator spared pain. but things aren’t happening might well keep alive work them.",2,"support capital punishment they’ll probably kill jail anyways, nobody close see them, they’ll hold high security. think capital punishment mercy kill do much bad. wrong spar pain perpetrator spar pain. but thing aren’t happen might well keep alive work them.",-0.20666666666666664,0
287,"4:21 actually bhagavad-gita makes claim. it say however personally god must descend heavens kill offender. right distribute capital punishment bestowed king rules country god, following his rules, his representative earth, keeper his justice. moreover, executing heinous criminal actually divine grace allows soul trapped body laden sins free try another may guide right path god his heavenly planet. this hindus, including hare krshnas (you know, peaceful bald guys bedsheets) pro-capital punishment, they're pretty much major religion unequivocally supports penalty, long imposed divine ruler, accordance god's laws.",0,"4:21 actually bhagavad-gita make claim. it say however personally god must descend heaven kill offender. right distribute capital punishment bestow king rule country god, follow his rules, his representative earth, keeper his justice. moreover, execute heinous criminal actually divine grace allow soul trap body laden sin free try another may guide right path god his heavenly planet. this hindus, include hare krshnas (you know, peaceful bald guy bedsheets) pro-capital punishment, they're pretty much major religion unequivocally support penalty, long impose divine ruler, accordance god's laws.",0.06799450549450549,1
288,"""than infinitesimally small number might wrongly executed"" so are okay least person executed despite innocent?",1,"""than infinitesimally small number might wrongly executed"" so be okay least person execute despite innocent?",-0.010000000000000009,0
289,believe reform let rot prison rest lives.,1,believe reform let rot prison rest lives.,0.0,0
290,truly truly truly depends situation.,0,truly truly truly depend situation.,0.0,0
291,what need. real battle royale,0,what need. real battle royale,0.2,1
292,best sentence ever due saved lives putting serial murderers prevents deaths happening.,0,best sentence ever due save live put serial murderer prevents death happening.,0.4375,1
293,bruh feel like comments expressing lessons learned batman,1,bruh feel like comment express lesson learn batman,0.0,0
294,fairness live prison. and drop standards.,0,fairness live prison. and drop standards.,0.13636363636363635,1
295,"think murder moral, used. think lives innocent important justice murderers. it unlikely, possible, innocent person convicted put death.",2,"think murder moral, used. think live innocent important justice murderers. it unlikely, possible, innocent person convict put death.",0.15,1
296,escapes incredibly rare well gaurded prisons murderer released say becoming much empathetic let early course meed careful release fix well managed systems escapes murders scared murdering willing give much humanity tou go china cause secure.,0,escape incredibly rare well gaurded prison murderer release say become much empathetic let early course meed careful release fix well manage system escape murder scar murder willing give much humanity tou go china cause secure.,0.22500000000000003,1
297,time agree prageru,0,time agree prageru,0.0,0
298,"opposed penalty.... idea it, reality it. let explain. it's far, far expensive lifetime imprisonment. if someone condemned execution, get appeals, takes long, long time costs lot money. execution extremely expensive. it less expensive house inmate death, cost transferred tax-payers.",1,"oppose penalty.... idea it, reality it. let explain. it's far, far expensive lifetime imprisonment. if someone condemn execution, get appeals, take long, long time cost lot money. execution extremely expensive. it less expensive house inmate death, cost transfer tax-payers.",-0.19583333333333333,0
299,this conservative channel makes debate project school easier. thanks making easier.,0,this conservative channel make debate project school easier. thanks make easier.,0.2,1
300,"penalty, someone start sentence must jail",2,"penalty, someone start sentence must jail",-0.1,0
301,"this subject incredibly debatable, understand murder murderer, make murderer. and trust police justice system always right thing. but trust evil deserve possibility released, released consuming taxpayer money years end. inmates truly made mistake understand deserve time paid for. but dangerous degenerates, me, deserve it, put everyone's lives.",4,"this subject incredibly debatable, understand murder murderer, make murderer. and trust police justice system always right thing. but trust evil deserve possibility released, release consume taxpayer money year end. inmates truly make mistake understand deserve time pay for. but dangerous degenerates, me, deserve it, put everyone's lives.",-0.1161904761904762,0
302,"agree death penalty torture think torture abolished, every state, something bad, need punishment, kill someone, must",2,"agree death penalty torture think torture abolished, every state, something bad, need punishment, kill someone, must",-0.6999999999999998,0
303,"as scandinavian hearing mass murderer anders breivik carrying bomb attack oslo short killing 69 young innocent politician camp island back 2011 thoughts changed ever that.. this person got sentenced containment, special form prison sentence extended indefinitely approximate period 21 years minimum time 10 years, maximum norway. but everyone knows anders never led back society crimes - he spend entire behind bars, paid norwegian tax payers major slap everyone affected actions. a might bring back prison penalthy either. throw solitary confinement nourishment complete isolation let slowly care!!",1,"a scandinavian hear mass murderer anders breivik carry bomb attack oslo short kill 69 young innocent politician camp island back 2011 thought change ever that.. this person get sentence containment, special form prison sentence extend indefinitely approximate period 21 year minimum time 10 years, maximum norway. but everyone know anders never lead back society crime - he spend entire behind bars, pay norwegian tax payer major slap everyone affect actions. a might bring back prison penalthy either. throw solitary confinement nourishment complete isolation let slowly care!!",-0.010650510204081646,0
304,"example dp gave, dont understand either someone not perpetrators executed. ones stay alive, let murderers live family see well goes.",2,"example dp gave, dont understand either someone not perpetrator executed. one stay alive, let murderer live family see well goes.",0.11818181818181818,1
305,"feel sorry doctor petit. also, death penalty opinion legal every western/liberal democracy.",1,"feel sorry doctor petit. also, death penalty opinion legal every western/liberal democracy.",-0.15,0
306,"justice moral, revenge.",0,"justice moral, revenge.",0.0,0
307,if society teaches bad action punishment metes guess parking wrongly bad gaslighting partner cheating,1,if society teach bad action punishment metes guess park wrongly bad gaslighting partner cheat,-0.4333333333333333,0
308,"remeber cases russia strongly resemble case presented first, came badest prisons world sibiria pretty sure died without penelaty",1,"remeber case russia strongly resemble case present first, come bad prison world sibiria pretty sure die without penelaty",0.35833333333333334,1
